severity,category,record_index,tier,supplier_index,system,component,supplier_name,location,normalized_location,country,lat,lon,geocode_provider,geocode_query,detail
MEDIUM,COUNTRY_CENTROID_USED,208,tier1,4,Structure ottoman horizontale,Transport,Plastitek (France) (France),France,France,,46.2276,2.2137,country_centroid,"PLASTITEK, 2 Avenue du Président Roosevelt, 80220 Bouttencourt, France",coordinates are country centroid (France); not supplier/site precise
MEDIUM,COUNTRY_CENTROID_USED,209,tier1,1,Support clamps,packaging,MGA Villeneuve St Lot (France),France,France,,46.2276,2.2137,country_centroid,"MGA, ZI La Barbière, Rue Nicolas Leblanc, 47300 Villeneuve-sur-Lot, France",coordinates are country centroid (France); not supplier/site precise
LOW,LOCATION_NONSTANDARD_LABEL,209,tier1,2,Support clamps,packaging,Plastiservice (Belgique),Belgique,Belgium,,50.5039,4.4699,cache:nominatim,"Plastiservice (Belgique), Belgium",location should be normalized from 'Belgique' to 'Belgium'
MEDIUM,COUNTRY_CENTROID_USED,209,tier1,2,Support clamps,packaging,Plastiservice (Belgique),Belgique,Belgium,,50.5039,4.4699,cache:nominatim,"Plastiservice (Belgique), Belgium",coordinates are country centroid (Belgium); not supplier/site precise
MEDIUM,GEOCODE_PROVIDER_MISSING,209,tier1,3,Support clamps,packaging,Ancra Aircraft (Californie - USA),Californie - USA,USA,,34.11167,-117.92529,,"Ancra International, 601 S Vincent Ave, Azusa, CA 91702, USA",geocode_provider is missing although coordinates are present
LOW,LOCATION_NONSTANDARD_LABEL,209,tier1,3,Support clamps,packaging,Ancra Aircraft (Californie - USA),Californie - USA,USA,,34.11167,-117.92529,,"Ancra International, 601 S Vincent Ave, Azusa, CA 91702, USA",location should be normalized from 'Californie - USA' to 'USA'
LOW,LOCATION_NONSTANDARD_LABEL,209,tier1,4,Support clamps,packaging,TA Aerospace (Californie - USA),Californie - USA,USA,,34.0981156,-117.5480526,nominatim,"TA Aerospace, Californie - Usa",location should be normalized from 'Californie - USA' to 'USA'
MEDIUM,TIER1_SELF_OR_CUSTOMER_AS_SUPPLIER,210,tier1,1,Support écran,packaging,SAFRAN (France),France,France,,46.8092197,4.42273,cache:nominatim,"SAFRAN (France), France",Safran appears as tier1 supplier; check whether this is internal flow or customer wrongly listed as supplier
MEDIUM,COUNTRY_CENTROID_USED,210,tier1,2,Support écran,packaging,BAULE - Exsto Polymère (France),France,France,,46.2276,2.2137,country_centroid,"EXSTO Thermoplastics, 55 Avenue de la Déportation, 26100 Romans-sur-Isère, France",coordinates are country centroid (France); not supplier/site precise
HIGH,GEOCODE_QUERY_LOCATION_COUNTRY_MISMATCH,210,tier1,3,Support écran,packaging,Plastiservice (Belgique) (France),France,France,,50.5039,4.4699,country_centroid,"Plastiservice, Allée Centrale 72, Zoning de Jumet, 6040 Charleroi, Belgium",geocode_query countries=['Belgium'] do not include normalized location=France
MEDIUM,COUNTRY_CENTROID_USED,210,tier1,3,Support écran,packaging,Plastiservice (Belgique) (France),France,France,,50.5039,4.4699,country_centroid,"Plastiservice, Allée Centrale 72, Zoning de Jumet, 6040 Charleroi, Belgium",coordinates are country centroid (Belgium); not supplier/site precise
MEDIUM,TIER1_SELF_OR_CUSTOMER_AS_SUPPLIER,211,tier1,1,Support écran,Transport,SAFRAN (France),France,France,,46.8092197,4.42273,cache:nominatim,"SAFRAN (France), France",Safran appears as tier1 supplier; check whether this is internal flow or customer wrongly listed as supplier
MEDIUM,TIER1_SELF_OR_CUSTOMER_AS_SUPPLIER,211,tier1,3,Support écran,Transport,SAFRAN (France),France,France,,46.8092197,4.42273,cache:nominatim,"SAFRAN (France), France",Safran appears as tier1 supplier; check whether this is internal flow or customer wrongly listed as supplier
MEDIUM,COUNTRY_CENTROID_USED,211,tier1,4,Support écran,Transport,BAULE - Exsto Polymère (France),France,France,,46.2276,2.2137,country_centroid,"EXSTO Thermoplastics, 55 Avenue de la Déportation, 26100 Romans-sur-Isère, France",coordinates are country centroid (France); not supplier/site precise
HIGH,GEOCODE_QUERY_LOCATION_COUNTRY_MISMATCH,211,tier1,5,Support écran,Transport,Plastiservice (Belgique) (France),France,France,,50.5039,4.4699,country_centroid,"Plastiservice, Allée Centrale 72, Zoning de Jumet, 6040 Charleroi, Belgium",geocode_query countries=['Belgium'] do not include normalized location=France
MEDIUM,COUNTRY_CENTROID_USED,211,tier1,5,Support écran,Transport,Plastiservice (Belgique) (France),France,France,,50.5039,4.4699,country_centroid,"Plastiservice, Allée Centrale 72, Zoning de Jumet, 6040 Charleroi, Belgium",coordinates are country centroid (Belgium); not supplier/site precise
MEDIUM,COUNTRY_CENTROID_USED,212,tier1,3,Support équipé,packaging,Lauak Group (France) (France),France,France,France,46.2276,2.2137,country_centroid,"Groupe LAUAK, 2245 Route de Minhotz, 64240 Hasparren, France",coordinates are country centroid (France); not supplier/site precise
MEDIUM,COUNTRY_CENTROID_USED,213,tier1,3,Support équipé,Transport,Lauak Group (France) (France),France,France,France,46.2276,2.2137,country_centroid,"Groupe LAUAK, 2245 Route de Minhotz, 64240 Hasparren, France",coordinates are country centroid (France); not supplier/site precise
HIGH,GEOCODE_QUERY_LOCATION_COUNTRY_MISMATCH,214,tier1,2,Support manchette équipée,packaging,Plastiservice (Belgique) (France),France,France,,50.5039,4.4699,country_centroid,"Plastiservice, Allée Centrale 72, Zoning de Jumet, 6040 Charleroi, Belgium",geocode_query countries=['Belgium'] do not include normalized location=France
MEDIUM,COUNTRY_CENTROID_USED,214,tier1,2,Support manchette équipée,packaging,Plastiservice (Belgique) (France),France,France,,50.5039,4.4699,country_centroid,"Plastiservice, Allée Centrale 72, Zoning de Jumet, 6040 Charleroi, Belgium",coordinates are country centroid (Belgium); not supplier/site precise
LOW,LOCATION_NONSTANDARD_LABEL,215,tier1,1,Coussin têtière,velcro,FRANKLIN (Pologne),Pologne,Poland,,51.9194,19.1451,cache:nominatim,"FRANKLIN (Pologne), Poland",location should be normalized from 'Pologne' to 'Poland'
MEDIUM,COUNTRY_CENTROID_USED,215,tier1,1,Coussin têtière,velcro,FRANKLIN (Pologne),Pologne,Poland,,51.9194,19.1451,cache:nominatim,"FRANKLIN (Pologne), Poland",coordinates are country centroid (Poland); not supplier/site precise
LOW,LOCATION_NONSTANDARD_LABEL,215,tier1,3,Coussin têtière,velcro,Celso (France) (Pologne),Pologne,Poland,,51.9194,19.1451,cache:nominatim,"Celso (France) (Pologne), Poland",location should be normalized from 'Pologne' to 'Poland'
MEDIUM,COUNTRY_CENTROID_USED,215,tier1,3,Coussin têtière,velcro,Celso (France) (Pologne),Pologne,Poland,,51.9194,19.1451,cache:nominatim,"Celso (France) (Pologne), Poland",coordinates are country centroid (Poland); not supplier/site precise
LOW,LOCATION_NONSTANDARD_LABEL,216,tier1,1,Ens.coussin dossier version têtière,velcro,FRANKLIN (Pologne),Pologne,Poland,,51.9194,19.1451,cache:nominatim,"FRANKLIN (Pologne), Poland",location should be normalized from 'Pologne' to 'Poland'
MEDIUM,COUNTRY_CENTROID_USED,216,tier1,1,Ens.coussin dossier version têtière,velcro,FRANKLIN (Pologne),Pologne,Poland,,51.9194,19.1451,cache:nominatim,"FRANKLIN (Pologne), Poland",coordinates are country centroid (Poland); not supplier/site precise
LOW,LOCATION_NONSTANDARD_LABEL,216,tier1,3,Ens.coussin dossier version têtière,velcro,Celso (France) (Pologne),Pologne,Poland,,51.9194,19.1451,cache:nominatim,"Celso (France) (Pologne), Poland",location should be normalized from 'Pologne' to 'Poland'
MEDIUM,COUNTRY_CENTROID_USED,216,tier1,3,Ens.coussin dossier version têtière,velcro,Celso (France) (Pologne),Pologne,Poland,,51.9194,19.1451,cache:nominatim,"Celso (France) (Pologne), Poland",coordinates are country centroid (Poland); not supplier/site precise
LOW,LOCATION_NONSTANDARD_LABEL,217,tier1,1,Ens. Coussin dossier,velcro,FRANKLIN (Pologne),Pologne,Poland,,51.9194,19.1451,cache:nominatim,"FRANKLIN (Pologne), Poland",location should be normalized from 'Pologne' to 'Poland'
MEDIUM,COUNTRY_CENTROID_USED,217,tier1,1,Ens. Coussin dossier,velcro,FRANKLIN (Pologne),Pologne,Poland,,51.9194,19.1451,cache:nominatim,"FRANKLIN (Pologne), Poland",coordinates are country centroid (Poland); not supplier/site precise
LOW,LOCATION_NONSTANDARD_LABEL,217,tier1,3,Ens. Coussin dossier,velcro,Celso (France) (Pologne),Pologne,Poland,,51.9194,19.1451,cache:nominatim,"Celso (France) (Pologne), Poland",location should be normalized from 'Pologne' to 'Poland'
MEDIUM,COUNTRY_CENTROID_USED,217,tier1,3,Ens. Coussin dossier,velcro,Celso (France) (Pologne),Pologne,Poland,,51.9194,19.1451,cache:nominatim,"Celso (France) (Pologne), Poland",coordinates are country centroid (Poland); not supplier/site precise
HIGH,GEOCODE_QUERY_LOCATION_COUNTRY_MISMATCH,218,tier1,2,Support manchette équipée,Transport,Plastiservice (Belgique) (France),France,France,,50.5039,4.4699,country_centroid,"Plastiservice, Allée Centrale 72, Zoning de Jumet, 6040 Charleroi, Belgium",geocode_query countries=['Belgium'] do not include normalized location=France
MEDIUM,COUNTRY_CENTROID_USED,218,tier1,2,Support manchette équipée,Transport,Plastiservice (Belgique) (France),France,France,,50.5039,4.4699,country_centroid,"Plastiservice, Allée Centrale 72, Zoning de Jumet, 6040 Charleroi, Belgium",coordinates are country centroid (Belgium); not supplier/site precise
HIGH,LOCATION_INVALID,219,tier1,1,Manchette équipée,velcro,ACH,,INVALID_EMPTY,,38.7560499,-8.9608437,cache:nominatim,ACH,location is not a usable country/location: ''
MEDIUM,COUNTRY_CENTROID_USED,219,tier1,2,Manchette équipée,velcro,Celso (France) (France),France,France,,46.2276,2.2137,country_centroid,"Celso SAS, 200 impasse de Fontanilles, ZI de Bressols, 82710 Bressols, France",coordinates are country centroid (France); not supplier/site precise
LOW,LOCATION_NONSTANDARD_LABEL,220,tier1,1,Coussin ottoman,velours,FRANKLIN (Pologne),Pologne,Poland,,51.9194,19.1451,cache:nominatim,"FRANKLIN (Pologne), Poland",location should be normalized from 'Pologne' to 'Poland'
MEDIUM,COUNTRY_CENTROID_USED,220,tier1,1,Coussin ottoman,velours,FRANKLIN (Pologne),Pologne,Poland,,51.9194,19.1451,cache:nominatim,"FRANKLIN (Pologne), Poland",coordinates are country centroid (Poland); not supplier/site precise
MEDIUM,COUNTRY_CENTROID_USED,220,tier1,3,Coussin ottoman,velours,Celso (France),France,France,,46.2276,2.2137,country_centroid,"Celso SAS, 200 impasse de Fontanilles, ZI de Bressols, 82710 Bressols, France",coordinates are country centroid (France); not supplier/site precise
LOW,LOCATION_NONSTANDARD_LABEL,220,tier1,4,Coussin ottoman,velours,ACH (France) (Pologne),Pologne,Poland,,51.9194,19.1451,cache:nominatim,"ACH (France) (Pologne), Poland",location should be normalized from 'Pologne' to 'Poland'
MEDIUM,COUNTRY_CENTROID_USED,220,tier1,4,Coussin ottoman,velours,ACH (France) (Pologne),Pologne,Poland,,51.9194,19.1451,cache:nominatim,"ACH (France) (Pologne), Poland",coordinates are country centroid (Poland); not supplier/site precise
LOW,LOCATION_NONSTANDARD_LABEL,221,tier1,1,Coussin têtière,velours,FRANKLIN (Pologne),Pologne,Poland,,51.9194,19.1451,cache:nominatim,"FRANKLIN (Pologne), Poland",location should be normalized from 'Pologne' to 'Poland'
MEDIUM,COUNTRY_CENTROID_USED,221,tier1,1,Coussin têtière,velours,FRANKLIN (Pologne),Pologne,Poland,,51.9194,19.1451,cache:nominatim,"FRANKLIN (Pologne), Poland",coordinates are country centroid (Poland); not supplier/site precise
MEDIUM,COUNTRY_CENTROID_USED,221,tier1,3,Coussin têtière,velours,Celso (France),France,France,,46.2276,2.2137,country_centroid,"Celso SAS, 200 impasse de Fontanilles, ZI de Bressols, 82710 Bressols, France",coordinates are country centroid (France); not supplier/site precise
LOW,LOCATION_NONSTANDARD_LABEL,221,tier1,4,Coussin têtière,velours,ACH (France) (Pologne),Pologne,Poland,,51.9194,19.1451,cache:nominatim,"ACH (France) (Pologne), Poland",location should be normalized from 'Pologne' to 'Poland'
MEDIUM,COUNTRY_CENTROID_USED,221,tier1,4,Coussin têtière,velours,ACH (France) (Pologne),Pologne,Poland,,51.9194,19.1451,cache:nominatim,"ACH (France) (Pologne), Poland",coordinates are country centroid (Poland); not supplier/site precise
LOW,LOCATION_NONSTANDARD_LABEL,222,tier1,1,Ens. Coussin assise,velours,FRANKLIN (Pologne),Pologne,Poland,,51.9194,19.1451,cache:nominatim,"FRANKLIN (Pologne), Poland",location should be normalized from 'Pologne' to 'Poland'
MEDIUM,COUNTRY_CENTROID_USED,222,tier1,1,Ens. Coussin assise,velours,FRANKLIN (Pologne),Pologne,Poland,,51.9194,19.1451,cache:nominatim,"FRANKLIN (Pologne), Poland",coordinates are country centroid (Poland); not supplier/site precise
MEDIUM,COUNTRY_CENTROID_USED,222,tier1,3,Ens. Coussin assise,velours,Celso (France),France,France,,46.2276,2.2137,country_centroid,"Celso SAS, 200 impasse de Fontanilles, ZI de Bressols, 82710 Bressols, France",coordinates are country centroid (France); not supplier/site precise
LOW,LOCATION_NONSTANDARD_LABEL,222,tier1,4,Ens. Coussin assise,velours,ACH (France) (Pologne),Pologne,Poland,,51.9194,19.1451,cache:nominatim,"ACH (France) (Pologne), Poland",location should be normalized from 'Pologne' to 'Poland'
MEDIUM,COUNTRY_CENTROID_USED,222,tier1,4,Ens. Coussin assise,velours,ACH (France) (Pologne),Pologne,Poland,,51.9194,19.1451,cache:nominatim,"ACH (France) (Pologne), Poland",coordinates are country centroid (Poland); not supplier/site precise
LOW,LOCATION_NONSTANDARD_LABEL,223,tier1,1,Ens.coussin dossier version têtière,velours,FRANKLIN (Pologne),Pologne,Poland,,51.9194,19.1451,cache:nominatim,"FRANKLIN (Pologne), Poland",location should be normalized from 'Pologne' to 'Poland'
MEDIUM,COUNTRY_CENTROID_USED,223,tier1,1,Ens.coussin dossier version têtière,velours,FRANKLIN (Pologne),Pologne,Poland,,51.9194,19.1451,cache:nominatim,"FRANKLIN (Pologne), Poland",coordinates are country centroid (Poland); not supplier/site precise
MEDIUM,COUNTRY_CENTROID_USED,223,tier1,3,Ens.coussin dossier version têtière,velours,Celso (France),France,France,,46.2276,2.2137,country_centroid,"Celso SAS, 200 impasse de Fontanilles, ZI de Bressols, 82710 Bressols, France",coordinates are country centroid (France); not supplier/site precise
LOW,LOCATION_NONSTANDARD_LABEL,223,tier1,4,Ens.coussin dossier version têtière,velours,ACH (France) (Pologne),Pologne,Poland,,51.9194,19.1451,cache:nominatim,"ACH (France) (Pologne), Poland",location should be normalized from 'Pologne' to 'Poland'
MEDIUM,COUNTRY_CENTROID_USED,223,tier1,4,Ens.coussin dossier version têtière,velours,ACH (France) (Pologne),Pologne,Poland,,51.9194,19.1451,cache:nominatim,"ACH (France) (Pologne), Poland",coordinates are country centroid (Poland); not supplier/site precise
LOW,LOCATION_NONSTANDARD_LABEL,224,tier1,1,Ens. Coussin dossier,velours,FRANKLIN (Pologne),Pologne,Poland,,51.9194,19.1451,cache:nominatim,"FRANKLIN (Pologne), Poland",location should be normalized from 'Pologne' to 'Poland'
MEDIUM,COUNTRY_CENTROID_USED,224,tier1,1,Ens. Coussin dossier,velours,FRANKLIN (Pologne),Pologne,Poland,,51.9194,19.1451,cache:nominatim,"FRANKLIN (Pologne), Poland",coordinates are country centroid (Poland); not supplier/site precise
MEDIUM,COUNTRY_CENTROID_USED,224,tier1,3,Ens. Coussin dossier,velours,Celso (France),France,France,,46.2276,2.2137,country_centroid,"Celso SAS, 200 impasse de Fontanilles, ZI de Bressols, 82710 Bressols, France",coordinates are country centroid (France); not supplier/site precise
LOW,LOCATION_NONSTANDARD_LABEL,224,tier1,4,Ens. Coussin dossier,velours,ACH (France) (Pologne),Pologne,Poland,,51.9194,19.1451,cache:nominatim,"ACH (France) (Pologne), Poland",location should be normalized from 'Pologne' to 'Poland'
MEDIUM,COUNTRY_CENTROID_USED,224,tier1,4,Ens. Coussin dossier,velours,ACH (France) (Pologne),Pologne,Poland,,51.9194,19.1451,cache:nominatim,"ACH (France) (Pologne), Poland",coordinates are country centroid (Poland); not supplier/site precise
MEDIUM,COUNTRY_CENTROID_USED,225,tier1,1,Ens. Structure porte,velcro,MGA Villeneuve St Lot (France),France,France,,46.2276,2.2137,country_centroid,"MGA, ZI La Barbière, Rue Nicolas Leblanc, 47300 Villeneuve-sur-Lot, France",coordinates are country centroid (France); not supplier/site precise
MEDIUM,COUNTRY_CENTROID_USED,225,tier1,3,Ens. Structure porte,velcro,Celso (France),France,France,,46.2276,2.2137,country_centroid,"Celso SAS, 200 impasse de Fontanilles, ZI de Bressols, 82710 Bressols, France",coordinates are country centroid (France); not supplier/site precise
MEDIUM,COUNTRY_CENTROID_USED,226,tier1,2,Habillage sous fauteuil,velours,Celso (France),France,France,,46.2276,2.2137,country_centroid,"Celso SAS, 200 impasse de Fontanilles, ZI de Bressols, 82710 Bressols, France",coordinates are country centroid (France); not supplier/site precise
MEDIUM,COUNTRY_CENTROID_USED,227,tier1,1,Ens. Structure porte,Z10CNT18,MGA Villeneuve St Lot (France),France,France,,46.2276,2.2137,country_centroid,"MGA, ZI La Barbière, Rue Nicolas Leblanc, 47300 Villeneuve-sur-Lot, France",coordinates are country centroid (France); not supplier/site precise
MEDIUM,COUNTRY_CENTROID_USED,227,tier1,3,Ens. Structure porte,Z10CNT18,Lauak Group (France),France,France,France,46.2276,2.2137,country_centroid,"Groupe LAUAK, 2245 Route de Minhotz, 64240 Hasparren, France",coordinates are country centroid (France); not supplier/site precise
LOW,LOCATION_NONSTANDARD_LABEL,228,tier1,1,Manchette équipée,FRMC55:EU28 polyuréthane flexible traité UL,MGR FOAMTEX (Angleterre),Angleterre,United Kingdom,,51.739561,-0.966526,cache:nominatim,"MGR Foamtex, Dax House, Wenman Road, Thame OX9 3SE, United Kingdom",location should be normalized from 'Angleterre' to 'United Kingdom'
LOW,LOCATION_NONSTANDARD_LABEL,228,tier1,3,Manchette équipée,FRMC55:EU28 polyuréthane flexible traité UL,Celso (France) (Angleterre),Angleterre,United Kingdom,,55.3781,-3.436,cache:nominatim,"Celso (France) (Angleterre), United Kingdom",location should be normalized from 'Angleterre' to 'United Kingdom'
MEDIUM,COUNTRY_CENTROID_USED,228,tier1,3,Manchette équipée,FRMC55:EU28 polyuréthane flexible traité UL,Celso (France) (Angleterre),Angleterre,United Kingdom,,55.3781,-3.436,cache:nominatim,"Celso (France) (Angleterre), United Kingdom",coordinates are country centroid (United Kingdom); not supplier/site precise
